[1231/053141.051:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[1231/205123.285:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0103/203757.061:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0104/210010.819:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0105/050114.474:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0105/060208.885:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0106/070449.680:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0107/044614.677:ERROR:directory_reader_win.cc(43)] FindFirstFile: The system cannot find the path specified. (0x3)
[0109/040128.981:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.826:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.834:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.834:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.834:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.834:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044053.834:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.196:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.227:ERROR:exception_handler_server.cc(524)] ConnectNamedPipe: The pipe is being closed. (0xE8)
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.289:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044110.560:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.616:ERROR:exception_handler_server.cc(524)] ConnectNamedPipe: The pipe is being closed. (0xE8)
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.694:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044133.920:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044450.692:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044721.861:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.084:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.084:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.084:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.084:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.092:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.092:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.092:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044722.092:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.921:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044734.929:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/044735.775:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.321:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.337:ERROR:exception_handler_server.cc(524)] ConnectNamedPipe: The pipe is being closed. (0xE8)
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.415:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045026.600:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.525:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.690:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.690:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.690:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.690:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.698:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.698:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.698:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045910.698:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.564:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/045923.572:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.767:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.767:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.767:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.767:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.767:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.783:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.783:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050208.783:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.080:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.080:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.080:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.088:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.088:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.088:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.088:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050435.088:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.811:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050853.995:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050906.897:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/050955.072:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/053152.247:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0109/054243.370:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.738:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.763:ERROR:exception_handler_server.cc(524)] ConnectNamedPipe: The pipe is being closed. (0xE8)
[0111/055911.842:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.843:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.844:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.844:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.845:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.845:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.845:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
[0111/055911.846:ERROR:file_io.cc(90)] ReadExactly: expected 36, observed 0
